Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCW06,OUT013,3021.9290473181927
FDX36,OUT035,3713.233228760414
FDT35,OUT027,4139.268609532864
NCL19,OUT010,415.4759620838873
NCD31,OUT046,2649.093387584867
FDE53,OUT019,-199.68371668647364
FDW58,OUT019,-157.48926178606393
DRF48,OUT046,3006.4935103434946
FDW57,OUT035,2926.7706490345518
DRH13,OUT017,1864.9156672089923
FDT33,OUT013,2740.9695210795107
DRK47,OUT027,5047.841264426157
FDY22,OUT010,375.6186881838119
FDC35,OUT019,1452.740345795727
FDO03,OUT013,3691.340123448903
FDF24,OUT045,1348.5754720535488
FDF56,OUT018,2616.912836580318
FDD28,OUT013,935.7084395636223
FDG53,OUT027,3682.8141242560814
FDO27,OUT019,-364.84470530064846
NCF54,OUT018,2415.5182646325293
FDC20,OUT027,2396.4594211068097
FDU10,OUT046,749.5590002421573
DRA24,OUT018,2315.943485426899
FDA02,OUT010,388.78647636008264
FDG10,OUT017,1183.739438725962
FDW39,OUT010,1034.1938160139457
FDP04,OUT019,-860.0560349672924
NCM55,OUT013,2940.8007173284905
FDG47,OUT045,4158.659282324259
NCU41,OUT017,3192.3101447331856
NCK31,OUT017,1039.5017106298164
FDZ46,OUT045,1724.1957576588113
FDU13,OUT027,3831.6568470187003
NCF19,OUT045,758.3624171844912
NCJ43,OUT013,2745.531183920719
NCJ05,OUT045,2376.8720789102017
FDS04,OUT027,3635.577804002076
FDX28,OUT010,-256.3033106012574
FDB41,OUT027,2212.048928395364
FDG53,OUT046,2282.589113478539
FDL15,OUT010,560.3592395582377
FDQ08,OUT049,1139.3886522450077
DRN36,OUT013,1540.406805879037
FDI46,OUT013,4012.523373036097
FDG16,OUT027,4794.064801455404
FDV32,OUT013,1067.2795315030876
FDF44,OUT010,294.99597893177184
FDK04,OUT018,637.2543292356427
NCA41,OUT013,3067.343411953655
FDD51,OUT017,808.0490550559454
NCZ53,OUT045,2940.7905419596927
FDP01,OUT027,3933.1684260272996
FDY25,OUT049,3018.0011455766316
FDB17,OUT018,2553.288777594659
NCV54,OUT018,1617.8101819838619
FDJ32,OUT017,1234.8135138917455
FDA37,OUT049,2156.317058378181
FDG35,OUT035,2988.314215400147
NCM05,OUT018,3916.796073506516
FDG45,OUT046,3465.582809911165
FDH28,OUT013,660.041394020355
NCE18,OUT049,3984.1383569470436
FDH38,OUT045,1915.9617038026224
FDR56,OUT013,3194.76537630059
FDH17,OUT027,3020.405628506608
FDD39,OUT049,3425.200724947279
FDB41,OUT049,842.3691829458662
NCR53,OUT046,3546.066420580365
FDX46,OUT017,1169.9942592496145
FDV28,OUT049,694.1503271055369
FDA08,OUT018,2415.99524702078
FDH45,OUT017,922.4768879696325
NCS38,OUT010,-99.83240622849956
FDD40,OUT010,1144.48362851617
DRM59,OUT035,2598.7779713659065
NCJ43,OUT018,2506.457346799716
NCN29,OUT013,854.9599104055508
NCC19,OUT045,2951.6177292023967
FDR56,OUT035,3259.0475981733416
FDZ43,OUT049,3949.983210201821
FDJ32,OUT010,-831.8688543256656
DRH03,OUT017,1582.968766807421
NCZ54,OUT035,2663.564025700295
FDE26,OUT017,2540.069460561068
FDS03,OUT045,1012.7232010348338
DRZ24,OUT019,-42.100057123965485
FDO48,OUT027,5015.185695470374
FDW39,OUT049,2909.6680540188554
NCK05,OUT049,1092.6560815443768
NCK30,OUT017,4148.74439405248
FDT27,OUT018,3480.957759818508
FDS08,OUT019,937.1049526113748
NCJ19,OUT049,959.5906561995068
FDC58,OUT045,710.1531512927695
DRE37,OUT013,2943.559190102186
FDW02,OUT035,2108.342623084507
FDJ02,OUT010,581.5830372347584
FDX09,OUT045,2772.9951953698974
FDT31,OUT010,1133.7128076141094
FDI24,OUT049,2920.755689252711
FDY09,OUT045,2769.113759146625
FDV28,OUT045,514.7434389220145
DRM47,OUT049,3139.6367326528634
FDT52,OUT019,1986.3474992673741
FDI48,OUT018,680.7914172096955
FDY55,OUT017,4227.612414486825
FDU48,OUT013,2142.8662485697632
FDN25,OUT045,943.0628777079271
FDP20,OUT049,2116.546939268287
FDJ15,OUT013,2922.15892277127
FDD04,OUT018,1863.993147251438
FDY58,OUT045,3598.0764260691076
FDR37,OUT018,2689.487769531296
FDF44,OUT013,2153.2645768625252
FDD32,OUT045,1347.4956963960321
FDR57,OUT017,2722.510039720676
DRG39,OUT027,2278.178754895288
FDX15,OUT017,2670.306941575911
DRN37,OUT045,2534.8896556942336
FDW40,OUT027,3730.938396331373
FDB32,OUT049,1605.3988404158515
FDM40,OUT018,1945.3306367281164
FDE39,OUT027,3312.470275299611
DRH49,OUT017,1466.9636204296585
FDT46,OUT049,916.7523821163895
NCF06,OUT035,4161.872905454226
FDP07,OUT017,3281.732795335887
FDC04,OUT013,3728.0869955073113
FDZ32,OUT017,1908.9157444360637
FDD50,OUT045,2660.725487437161
FDU56,OUT017,3125.1141116146828
FDV34,OUT017,1409.6350478912625
NCY41,OUT013,618.8462945897634
NCK18,OUT046,2672.7326522476797
DRH25,OUT049,904.0234977193788
FDT57,OUT046,3828.1329694711694
FDV56,OUT018,1510.2555607282218
FDV12,OUT045,1580.0574061505345
FDN52,OUT017,1582.5025960797009
FDX38,OUT035,871.5278702173727
FDE47,OUT018,1797.2579355188022
NCO07,OUT013,3378.549474249993
FDV09,OUT027,3866.7618491293106
FDZ23,OUT019,1088.3534749847263
DRH51,OUT018,1048.3291774707584
NCY54,OUT045,2613.735529001461
DRG49,OUT013,3864.9060344135114
NCC19,OUT049,3086.4532113213127
NCV53,OUT045,3765.352070735981
FDZ47,OUT019,-177.85348952335494
NCO26,OUT018,1530.5477881889956
NCP02,OUT045,938.891887240744
NCW30,OUT018,3816.2100460428683
NCN55,OUT046,3847.0315204331628
FDB20,OUT010,-614.6572245913617
DRL11,OUT013,2540.5340925031505
DRD60,OUT045,2795.064988865991
FDW14,OUT010,-471.34128966365824
FDL27,OUT010,-750.4154568322838
FDU09,OUT018,691.7504162851315
DRH36,OUT027,2638.382307306336
FDP34,OUT027,3918.9518527985974
FDE04,OUT017,3003.6578365082405
FDZ57,OUT027,3581.9321954585976
FDF02,OUT010,-187.84066703164444
FDG28,OUT045,3831.833597863172
NCI31,OUT046,652.3124253966262
FDT43,OUT013,902.9628749985304
FDU20,OUT046,2048.395957227454
FDD53,OUT013,723.6382849270085
FDW15,OUT045,2371.2854362170037
NCT53,OUT045,2539.5194479566935
NCG55,OUT027,3265.9248704787033
FDD48,OUT035,1991.4151716345248
FDG47,OUT049,4323.031610717282
FDI21,OUT017,1267.3968519356258
FDT27,OUT017,3918.7071816656025
DRO35,OUT013,1917.6321577704855
FDD33,OUT017,3900.7720633231856
FDC04,OUT035,3859.239581735934
FDY34,OUT013,2687.199931746889
DRJ49,OUT049,2098.5191123024724
FDE05,OUT049,2371.9168915265236
FDU31,OUT017,3703.1024122638128
NCN19,OUT027,4446.042413606028
FDK56,OUT027,4387.8526923388445
FDK58,OUT017,1879.7837692125224
NCJ42,OUT035,1730.6032791812675
FDZ34,OUT027,4596.38715892951
FDA52,OUT018,2529.3477394148667
NCR29,OUT013,933.7054339671524
FDT48,OUT035,3344.8197245581523
DRJ51,OUT019,1610.3257050939987
NCS54,OUT046,2849.0919232596725
FDV01,OUT035,2636.8477197682523
DRG51,OUT027,3983.3838187382944
NCG42,OUT013,2086.400833370395
FDA51,OUT049,1838.6185674991732
FDV19,OUT010,721.9573192746375
NCT18,OUT045,2805.465228263198
NCS41,OUT045,2865.109911717709
FDO03,OUT046,3708.2414980510403
FDL12,OUT010,-847.1858610326808
FDY37,OUT010,501.8187558458479
FDI58,OUT049,1605.5005111511043
FDT28,OUT018,2066.9813910964126
NCC42,OUT010,314.85746086042064
FDO01,OUT017,2313.9141126268614
FDJ02,OUT013,2443.756200448832
FDQ04,OUT018,403.2474792642695
DRL47,OUT013,2045.2286128790322
FDZ32,OUT035,1894.879114085613
FDC35,OUT035,3479.2870065669385
FDX14,OUT045,1056.03187329563
FDZ35,OUT013,1715.838541568989
FDL14,OUT013,2592.9494869189884
FDO04,OUT049,951.8219590807087
DRK11,OUT017,2608.808716557988
FDB44,OUT018,3111.754706787229
FDZ50,OUT049,2937.1658348196397
FDI12,OUT027,2939.7626062139234
FDU43,OUT017,3961.8542854669704
FDD58,OUT010,-287.90827854592317
FDB27,OUT017,3191.382132076581
FDB04,OUT018,1069.8388946612058
NCO17,OUT013,1930.2476365779175
FDL12,OUT017,1169.8061790796405
DRJ13,OUT049,2578.394289632917
FDD57,OUT045,1543.7361380293637
FDW19,OUT035,1952.3671068094861
DRD27,OUT018,1263.492343316666
FDH27,OUT027,3681.1838268396496
NCW30,OUT027,5536.548002101904
FDR40,OUT018,1049.8102854879137
FDG05,OUT013,2501.2135559022554
NCY41,OUT019,-1330.0363422833493
FDI38,OUT018,3091.1605637058947
FDR20,OUT046,831.6401802617672
FDE09,OUT017,1968.9542648464474
FDN50,OUT019,-272.3663079734574
DRF27,OUT045,2309.39059005541
DRF51,OUT013,533.0524991451036
NCO02,OUT019,-814.8915479046514
FDB51,OUT027,2397.5004068998114
FDJ50,OUT013,967.2181865483019
FDN52,OUT013,1376.8957145379334
FDX14,OUT013,1174.9859237941585
FDT27,OUT019,1853.8706052512757
FDV10,OUT013,759.232876549765
FDU33,OUT046,821.170893938744
FDU58,OUT046,3056.058466380199
NCP42,OUT027,4521.750091881851
FDL51,OUT027,4783.3455900448835
DRH15,OUT027,2112.7133835929417
FDU16,OUT017,1548.6837156716015
FDW15,OUT017,2594.9439275331624
FDQ44,OUT045,1929.379691614802
NCI06,OUT027,4280.407187827571
DRK23,OUT019,2095.007456517172
FDC28,OUT035,1843.8493615094783
NCY17,OUT019,-1164.0287114043806
NCV05,OUT018,2172.5601242772145
FDM34,OUT019,211.49656006885652
DRD60,OUT027,4317.64262006516
FDT38,OUT046,1352.6564867307995
FDQ57,OUT018,2065.893023524082
FDE59,OUT027,2166.0424731004177
NCM43,OUT046,2651.6729873754175
DRI51,OUT049,2700.5733267834503
NCG30,OUT017,2107.05845506659
NCK54,OUT035,1927.7585381305719
FDQ16,OUT019,-170.90723544466778
FDI36,OUT013,3205.4278394745998
FDX16,OUT027,3784.1815836863916
FDA34,OUT046,2930.437694063009
FDJ48,OUT018,3675.7675807685364
FDU47,OUT035,2302.7268008263654
FDS39,OUT046,2361.3996744343117
FDD11,OUT046,4130.613198124282
FDM16,OUT027,2660.72677760037
FDU56,OUT018,2651.5892592536347
FDQ32,OUT017,2183.179172574288
DRK35,OUT013,707.5281698220936
FDA58,OUT049,3763.1173356855106
DRG48,OUT019,368.9522071253415
FDT59,OUT010,1775.478037470924
FDQ31,OUT019,-397.9463232062101
FDS51,OUT018,789.4038466143363
FDW32,OUT027,2902.8827928234305
FDI15,OUT027,5507.024651654407
NCV30,OUT017,1151.5380961595142
DRG25,OUT049,3015.514966471461
FDT02,OUT013,520.3349613309958
FDO33,OUT027,3280.0931018184365
FDP38,OUT035,1022.3489630176342
FDZ45,OUT035,3242.709871423989
NCA54,OUT027,4285.464644329366
FDU33,OUT017,952.8753060814566
FDN58,OUT017,3902.1587491452556
FDI05,OUT045,1161.9581191895113
FDM57,OUT019,-540.4202353894432
NCS42,OUT027,2866.147636448478
FDB57,OUT045,3513.6333125624014
FDC03,OUT045,3007.722383396791
FDZ58,OUT013,1951.2185762909833
NCK29,OUT045,1915.5282206674522
NCR53,OUT045,3458.8748378982036
FDE26,OUT027,3810.597853994803
FDU52,OUT049,2499.238111572404
FDE41,OUT027,2806.99877698651
FDU38,OUT018,2646.5055216178916
FDA52,OUT017,2938.5249438552746
FDW46,OUT046,1158.4068137736567
DRI59,OUT035,3707.8788403338303
FDT38,OUT035,1395.8942256505618
FDL33,OUT018,2845.9614379209297
FDQ01,OUT027,5489.816750753102
FDJ08,OUT046,3081.393017737986
FDQ47,OUT049,657.2535160863968
NCZ18,OUT013,3928.311761375511
FDE29,OUT017,1108.056384536148
FDF10,OUT027,3795.7320089793748
FDC48,OUT049,1476.5596698456482
FDY58,OUT013,3650.1365781750646
NCX30,OUT010,2017.9439797419998
FDV11,OUT013,2826.9013632259857
FDT46,OUT046,890.8026062285514
DRD01,OUT019,-997.9307389989515
FDQ11,OUT013,4077.9239020875502
NCM41,OUT017,1653.810330549533
NCC55,OUT013,610.4199851829885
FDG45,OUT027,4837.916346978238
NCQ54,OUT049,2713.9396091806375
FDM34,OUT045,2020.1211425019494
FDD17,OUT019,1828.2009577998092
FDN38,OUT027,5468.819084839103
FDB53,OUT018,2077.3350581817167
NCL06,OUT035,4202.368632342614
NCV18,OUT019,-628.8527209235781
FDX25,OUT013,2976.615257670448
FDB39,OUT046,888.158223356574
FDC33,OUT049,3251.070594221059
NCO14,OUT018,456.78700328629793
FDA58,OUT027,5191.01874679659
NCQ02,OUT017,3114.430433450715
NCR53,OUT017,3711.9554711250476
FDN52,OUT046,1450.79168350942
FDG26,OUT046,4140.257632396026
FDE23,OUT027,2374.758858100472
DRI37,OUT013,929.3611760824283
DRH37,OUT018,2321.268045396146
FDO01,OUT035,2217.434794550448
FDK45,OUT049,2119.602381803643
FDP23,OUT049,3498.5639946139027
FDM33,OUT035,3577.4852190034153
FDD36,OUT017,2137.8756102304797
FDL56,OUT017,1550.7157983939962
FDT27,OUT010,1883.3464296654824
FDG52,OUT017,878.1704067169916
NCL42,OUT035,3922.233470432793
DRJ24,OUT046,2932.3342080044613
FDV38,OUT046,815.3556928864149
FDT35,OUT045,2635.0320825444915
FDY51,OUT045,3419.524236338403
FDC37,OUT017,1912.2360643731083
NCP43,OUT013,2894.3339350504857
FDO33,OUT045,1746.4166587605175
FDW04,OUT018,1822.6133979083327
NCC31,OUT046,2502.107318268697
FDK22,OUT049,3512.5208252367847
FDJ50,OUT017,1148.2091600069652
FDV13,OUT017,1700.7250920980748
DRL60,OUT017,2565.6813269808745
FDW03,OUT017,1911.5819918754557
FDY27,OUT035,2862.2127347131627
FDB39,OUT027,2276.8538831245514
FDU59,OUT045,2503.8779631551815
FDZ57,OUT049,2201.298487850837
FDO21,OUT049,3685.3969688664556
FDS43,OUT018,2747.4433096297225
FDU28,OUT010,1082.2768541222
FDC51,OUT010,46.657543145129296
FDW16,OUT010,-389.987514016565
FDP32,OUT010,137.4014663441913
FDB60,OUT019,1241.3253771555399
NCQ30,OUT046,1957.2512687938322
FDD26,OUT049,3084.5295360620603
FDI44,OUT045,1210.7960812778445
DRH23,OUT046,951.9579193726549
FDO44,OUT046,1825.6498403122962
FDG04,OUT046,3000.9143485442864
FDM32,OUT027,2967.6171154890235
FDM09,OUT013,2742.6631507710317
FDZ47,OUT013,1657.5486164011634
FDM40,OUT027,3662.9883676238587
FDY48,OUT017,1851.6773856975417
NCM30,OUT045,623.2421760277343
FDX36,OUT010,1713.1230195027856
DRF03,OUT017,747.6433391117039
FDN51,OUT049,4216.054836552823
FDM57,OUT049,1474.2461360633522
FDB35,OUT049,1716.852016201797
FDY13,OUT027,2780.80557682732
FDA37,OUT017,2277.798340935331
NCX53,OUT017,2427.106358435899
FDD59,OUT018,1177.573310846446
FDX10,OUT019,-1281.6972934211535
FDC03,OUT018,2774.9527068315674
FDW43,OUT035,3738.1281562973127
FDW10,OUT046,2834.5893688639044
FDY14,OUT027,5508.654292804825
FDV43,OUT045,720.0513713109249
FDO40,OUT013,2381.646990635825
FDP46,OUT027,2926.7717799665243
NCE43,OUT019,711.3104794953717
FDD05,OUT035,2000.078038720207
FDJ60,OUT010,805.2256279753385
DRE27,OUT018,1163.7204125871704
FDO11,OUT035,4084.0946414044465
DRG11,OUT027,3190.2512823378765
FDK33,OUT010,1541.7604710194532
DRM23,OUT045,2643.4989820964192
FDJ02,OUT027,3877.710511876149
NCZ05,OUT045,1622.222077473121
NCL30,OUT013,2001.36339062029
FDZ19,OUT018,2512.0203727662265
FDM45,OUT049,2040.0750755223287
FDO36,OUT046,2925.10115063421
NCK31,OUT045,804.9222106004238
DRJ37,OUT045,2352.9343268528683
FDP24,OUT018,1663.9834164206932
FDF46,OUT013,1868.4023654217162
FDX46,OUT019,-901.1963165410787
NCL18,OUT045,2938.263273410229
FDJ26,OUT013,3452.326582530942
FDJ07,OUT045,1834.0836517679766
FDY15,OUT013,2386.4563202160016
DRG01,OUT045,1131.6080437360629
FDF58,OUT045,1042.4651536371787
FDZ14,OUT019,-7.745929862454091
FDP31,OUT049,1151.2674282630148
FDH45,OUT013,769.6723490675411
FDA09,OUT010,928.743041977352
FDW31,OUT035,3314.5000311752074
FDA57,OUT046,752.3055687632145
NCE55,OUT035,2857.2366666177522
FDC17,OUT019,1442.7571039929378
FDC59,OUT013,1211.7144859078421
FDA22,OUT013,2787.7159833091646
FDK52,OUT035,3609.8196875915737
NCM26,OUT046,2474.8780928190054
NCT53,OUT035,2749.171961952129
FDW45,OUT018,2106.8843619892336
NCI18,OUT035,3599.2991551268733
FDE38,OUT018,2399.7968121675585
FDF08,OUT019,-414.5554601917347
FDY58,OUT010,1762.5533736008178
FDF58,OUT019,-827.5354252361799
FDX39,OUT017,3542.1161948957442
FDB44,OUT049,3452.8729961160598
FDF28,OUT013,2037.088437245181
FDE39,OUT013,1827.610668038553
FDT37,OUT018,3773.9177693779166
FDZ45,OUT017,3325.097059103855
FDO40,OUT035,2478.596458361807
FDM57,OUT027,2871.367251669307
DRG36,OUT017,2841.8864102569296
FDY36,OUT010,-650.7563007575143
DRL60,OUT027,3836.3189417052045
FDS25,OUT019,-97.71079879940794
DRF49,OUT027,3204.3220186970775
FDP16,OUT045,3790.104546613664
FDS60,OUT049,2973.1538254238476
FDU15,OUT027,2157.375008983853
FDK43,OUT046,2105.2965766785455
FDN25,OUT046,1087.7205266953972
FDE53,OUT049,1735.8639786870513
FDB22,OUT013,2490.389997034901
FDE39,OUT017,2019.4508263420632
FDX35,OUT035,3703.4928167492435
NCG54,OUT049,2723.877719286137
FDH27,OUT035,2355.1347237236077
NCK42,OUT013,3416.0325228002175
FDS25,OUT049,1879.7361195957492
FDI10,OUT018,2504.4811353101068
FDU35,OUT035,1700.654871803744
FDI04,OUT017,3315.9361521998426
DRK23,OUT035,4099.866956569375
FDB53,OUT019,364.2701846105916
FDY02,OUT049,4139.227779313927
FDM60,OUT035,864.0199050345424
NCJ31,OUT010,1803.8096605149203
DRP35,OUT017,2195.8273148322223
NCQ30,OUT018,1673.1689633955898
DRL11,OUT010,664.9442850101541
FDU01,OUT013,3037.0242583861545
FDR39,OUT035,2965.374312670786
FDO08,OUT046,2740.3446159317564
FDC02,OUT045,4101.78461768149
NCZ29,OUT035,2120.7198926178853
FDF29,OUT010,226.08419235724688
FDZ23,OUT017,3197.2017444426665
NCU53,OUT018,2343.304762281856
NCW30,OUT013,4083.86104913332
NCM26,OUT027,3917.7502850883084
FDV50,OUT027,3307.337422575559
FDW15,OUT049,2445.475725597811
FDI35,OUT027,4459.433485221723
FDO11,OUT017,4124.580035647724
FDN48,OUT046,1572.683292155699
NCA17,OUT049,2432.3658774300984
NCN54,OUT013,1275.6463952498102
FDP22,OUT013,871.1053961269486
NCB54,OUT035,2119.483558886982
FDD08,OUT045,632.7893604700353
DRM48,OUT010,-1348.862488684996
FDG41,OUT027,3217.0395395260894
FDE44,OUT027,2248.573056805566
FDE26,OUT035,2448.4007040743745
NCS38,OUT013,1828.4838497196613
NCJ54,OUT018,3360.053202976741
FDI40,OUT019,-359.88507761901053
FDN45,OUT018,3247.548411581057
FDU43,OUT046,3878.190550692866
FDI04,OUT010,1231.5628093535652
NCC07,OUT018,1385.4285554954795
NCC07,OUT019,-236.69462327802944
NCD18,OUT045,3562.9254389014686
FDU55,OUT035,4209.820300128959
FDX59,OUT035,690.9618526208651
FDR52,OUT049,3083.5873917494746
NCP17,OUT013,1043.8441867885551
FDQ32,OUT045,1961.0642058185042
NCT17,OUT049,3040.949363961018
FDO10,OUT049,1083.3206214375598
FDE32,OUT049,706.1876401814745
FDN44,OUT045,2502.5331531260954
FDH02,OUT035,1651.3345144997313
FDK60,OUT013,1660.3184644277724
FDS24,OUT019,-442.444685272319
FDL03,OUT010,1308.718257955783
FDB46,OUT027,4843.0946751364845
FDO48,OUT049,3661.192453114255
FDZ39,OUT049,1782.6083390262588
FDT02,OUT027,1993.294802799306
FDC50,OUT013,1565.682797785413
FDP39,OUT035,973.778307057072
DRG15,OUT018,636.2113595452563
FDP10,OUT018,1374.8023552377097
FDF53,OUT027,4326.309467277534
FDN34,OUT045,2698.9289896748733
FDK02,OUT045,1916.8530348297525
FDC23,OUT045,2861.0917651181244
FDJ10,OUT019,323.77232805561516
FDE53,OUT035,1807.566264716779
FDR25,OUT035,4356.348192886168
FDW50,OUT046,2588.6152122127396
FDS09,OUT049,962.1008770230212
FDW49,OUT010,965.7879183252539
FDU51,OUT046,2902.651659074074
FDF28,OUT018,1746.0669229425762
NCY30,OUT018,2545.155239145608
FDD44,OUT045,4096.634644414506
FDX09,OUT017,2996.6402261159965
NCF30,OUT013,1968.616748612006
FDZ50,OUT019,966.9296873105277
FDW37,OUT013,1523.9579439529
FDD11,OUT049,4193.878748415527
DRH39,OUT018,848.996957688448
FDA36,OUT049,3051.4851256392158
NCG43,OUT049,1512.056566442652
FDF02,OUT035,1804.5943660147939
FDP57,OUT027,3103.0168523501807
NCE42,OUT017,3808.181150497332
NCR38,OUT027,5388.447786295795
FDP03,OUT019,137.7205752575884
FDO51,OUT035,883.0758392265055
NCQ42,OUT046,2063.434576153038
NCM41,OUT046,1507.90746978404
FDH48,OUT027,2864.2896178631954
DRF60,OUT046,3742.4835096615525
FDJ27,OUT035,1756.713221559686
FDQ14,OUT013,2338.928753223229
FDN27,OUT017,2094.3981067638897
NCQ02,OUT046,3022.8878696632246
FDJ33,OUT049,2101.809151747494
FDP07,OUT027,4567.597931276187
DRE01,OUT049,3797.202035693341
FDU36,OUT045,1610.1782573919538
FDL28,OUT017,3785.7740624446396
NCX53,OUT046,2287.37988167599
FDZ39,OUT013,1737.139415627113
NCP42,OUT013,3101.2624431713857
FDJ14,OUT035,1518.4929278427855
FDK04,OUT049,961.3021978618663
NCC19,OUT017,3217.2008767202115
FDS09,OUT018,625.5879228064539
FDZ02,OUT046,1618.601851116891
FDD35,OUT018,1786.735349349518
NCY42,OUT017,2463.401052948275
FDB05,OUT045,3816.5444598852273
FDF20,OUT035,3230.997730644389
NCO41,OUT018,1295.6782554089173
FDC40,OUT027,2692.1031190001895
FDV58,OUT045,3049.86671160297
FDZ57,OUT045,2075.9517426035272
DRM35,OUT046,2912.856791778441
DRN36,OUT018,1205.8282386962785
FDQ13,OUT046,1481.251614818314
DRO35,OUT010,-1.281651022635458
NCD43,OUT035,1781.6809532936538
FDA51,OUT018,1477.1514370038294
NCX17,OUT027,5094.79935878262
NCZ17,OUT049,715.0806959746049
FDR11,OUT027,3967.3869225210346
FDW34,OUT049,3921.875292886045
FDN50,OUT017,1759.8395509700197
FDS09,OUT046,922.1863392233302
FDS48,OUT018,2171.5260074761154
FDL44,OUT049,2687.6951676690924
DRF48,OUT018,2670.7659911858073
FDA14,OUT018,2014.457004595688
NCD30,OUT049,1594.361196173488
FDI16,OUT017,999.2293385919587
NCG06,OUT035,4156.331578853443
DRZ24,OUT035,1993.219778516968
NCS17,OUT045,1452.8989447725937
FDB37,OUT045,3826.0986017494897
FDE10,OUT035,2224.4379687002574
FDC57,OUT045,3034.3683044633544
FDM12,OUT018,2761.703829467683
FDE24,OUT049,2325.945897435632
FDW22,OUT045,3480.2439169550544
DRD01,OUT027,2328.947374865403
NCZ18,OUT027,5377.529973111588
FDN49,OUT045,679.4728395047764
FDR22,OUT035,1968.0387615279772
FDV08,OUT019,-1114.3836018227462
FDY39,OUT046,3047.343387492906
FDV36,OUT049,2114.815688695422
FDO60,OUT045,740.5970218116965
FDU04,OUT027,3396.2250578941976
FDR20,OUT027,2303.2886975057536
FDW19,OUT019,-66.70846324986701
FDU40,OUT049,3105.355939433666
FDK15,OUT045,1527.0926621097117
DRF15,OUT035,2440.495487357517
FDQ25,OUT017,3030.2370823106194
FDI48,OUT019,-963.5679268255292
FDS49,OUT046,1350.1082186560077
FDV22,OUT046,2612.9617966467795
NCV42,OUT046,1790.4495816565025
FDX26,OUT046,2866.4219710586294
FDI33,OUT018,1192.223258330781
FDZ14,OUT049,1967.953716524424
FDG10,OUT013,1018.2713740414042
FDM38,OUT018,655.2347552976523
FDG26,OUT027,5546.403934655783
FDH46,OUT035,1799.8109385969585
FDN13,OUT018,1326.0912664406594
FDU57,OUT035,2528.5320177110552
NCI06,OUT046,2870.392194827934
FDM38,OUT045,909.7875706418041
NCG42,OUT010,144.07566485010767
FDL39,OUT045,2749.684390641013
FDT31,OUT019,1168.5378882818745
FDV59,OUT013,3424.2878586955712
FDB49,OUT035,1810.858116855244
FDD58,OUT049,1715.2087908509832
DRN59,OUT046,821.4964476423052
FDX48,OUT049,2575.70646233963
FDQ11,OUT049,4106.246412736133
FDY12,OUT049,982.092033493893
FDQ11,OUT045,4010.2864707675117
DRI11,OUT017,2067.4139899205893
FDY32,OUT027,4043.4436055285114
FDS51,OUT045,970.8347846126
FDR19,OUT010,406.0595322653531
DRB13,OUT018,2753.800539605608
FDS21,OUT035,1177.5804241334718
FDQ40,OUT045,2755.7227274142797
NCE55,OUT013,2760.3101011864665
FDX43,OUT027,4091.00520252314
FDS12,OUT049,2076.0224193994873
DRK01,OUT027,2937.30333628694
FDN25,OUT017,1162.0488602648445
FDB60,OUT046,3184.937991451602
FDQ13,OUT017,1599.2195142402836
DRK13,OUT045,3006.441925065985
DRF25,OUT018,304.45449891401404
NCD42,OUT019,-1229.002907868053
FDW25,OUT045,1395.565236680445
NCV29,OUT027,4296.629764958119
NCK42,OUT035,3488.109471842584
DRJ13,OUT027,3928.833804044306
DRD15,OUT017,3762.823639438264
FDM27,OUT045,2450.3000036949607
FDZ50,OUT018,2594.435458256283
FDC04,OUT046,3789.5707816080157
FDF50,OUT049,3255.665458745064
FDP15,OUT045,4015.301948208994
FDK46,OUT035,4204.58845636448
FDZ56,OUT018,2438.921128803703
FDY60,OUT049,2447.6263574111963
FDB10,OUT035,3854.5472086240998
FDR57,OUT045,2491.03546315777
FDU58,OUT049,3092.8929997511123
FDH02,OUT046,1589.441486353203
FDP48,OUT013,2988.9841234883706
FDI46,OUT035,4087.695549805857
FDW56,OUT013,3102.4529623645785
NCM19,OUT010,-61.19994177131224
FDS50,OUT027,4865.440880927585
FDK24,OUT013,789.0364424380896
FDO36,OUT017,3051.727800427585
FDK45,OUT027,3516.6251755145076
NCL05,OUT045,693.1011612690743
FDL32,OUT018,1571.8464005923793
FDA28,OUT049,2081.878925946742
FDY36,OUT018,994.2968185163002
FDP32,OUT018,1782.980224043608
FDL50,OUT046,2109.7310017517066
DRC24,OUT049,2446.5735380059295
NCS18,OUT017,1872.2921251142886
FDD16,OUT017,1362.3482886544587
NCV18,OUT013,1354.475677082155
FDX07,OUT046,3022.734997879619
NCZ05,OUT027,3115.0245759246
NCI31,OUT013,620.1558811715483
FDK14,OUT049,1485.3609454507434
NCR06,OUT045,662.37044275158
NCF54,OUT049,2781.5417080123007
DRG23,OUT010,522.0183254679987
FDD53,OUT046,745.6273817300062
NCM31,OUT027,3672.4215623100217
FDT16,OUT017,4303.762373789815
FDR40,OUT035,1417.5208413152916
DRG25,OUT017,3073.3029643492937
FDT10,OUT035,1139.9771124243937
FDY32,OUT013,2624.190968134423
FDN50,OUT035,1703.7979497320277
FDZ35,OUT019,-196.75420263266426
NCP54,OUT045,1876.8162205308265
NCD07,OUT035,1880.0376447180709
FDS02,OUT018,2817.506568832021
DRN59,OUT018,548.2455903648372
DRB24,OUT013,2470.583501823251
FDP37,OUT027,3477.6767236264413
